,Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unnamed: 66
8334,India,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4071580152349,100.003779266455,100.406389295402,103.835854845252,114.48151944199,124.158475517339,126.396833781334,136.168978069718,136.089864304309,142.139732152272,152.415036395634,158.765561913971,166.487772077772,184.248122293753,194.556283380377,209.044230344839,221.291444986453,241.102127681118,258.041936425516,272.946647217541,291.662528225303,305.013128465951,320.914971418235,341.35405246045,358.629560258791,359.481085908426,374.947411556112,385.126966761305,391.119633714118,392.510175745406,392.360903573464,408.776900626416,428.213284527025,448.972015525718,465.176677304081,506.222508618557,538.786595949405,558.426753458539,595.605655832676,637.125844225376,692.779356959802,718.295946185698,758.110675158719,797.349232010839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8339,India,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4892939617124,22.8074022101386,20.7526521363897,19.5588133409081,21.21909967171,17.2605391115517,15.7672939365417,16.015130807865,16.7011082856411,15.2580757461935,13.5909480276924,13.2070435298578,12.0551611624532,13.4694247561217,14.4825005007376,16.6190180757235,17.5404247180092,17.8640856862195,16.5098337370558,15.6600552489802,16.0437444354595,17.316962856526,15.732973360913,17.3493138262499,16.2538398153488,15.3430503454798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8351,India,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639380.0,643033.0,646686.0,650339.0,653992.0,657645.0,661298.0,664951.0,668604.0,672257.0,675910.0,677815.0,679720.0,681625.0,683530.0,685435.0,687340.0,689245.0,691150.0,693055.0,694960.0,697624.0,700288.0,702952.0,705616.0,708280.0,710944.0,713608.0,716272.0,718936.0,721600.0,0.0,0.0
8357,India,Arable land (% of land area),AG.LND.ARBL.ZS,0.0,52.4036472610227,52.7043344017705,52.9633154961506,53.0514363360566,53.2142244525241,53.3400152697944,53.7402587792909,53.8374607744544,53.8061812396786,54.0026032645071,53.7321866412843,53.8768124472368,54.1653913809746,54.3190983421847,54.4324446133614,54.5061028726721,54.5067755508393,54.9036556694998,54.9726051816399,54.7741651223097,54.7936727891591,54.906010043085,54.7331317541092,55.0311281821881,55.0048937336665,54.9608333137136,54.892220140657,54.7788738694803,54.9833680323155,54.9776502678941,54.884484341734,54.7243869379354,54.6840262479021,54.6635095638018,54.456997366465,54.1590009383861,54.3527322505457,54.2881551464925,54.1421839842055,54.127048725443,53.9235635798587,53.959551861805,53.7466492218795,53.7069612100135,53.6272488471978,53.3642316838144,53.1489746703036,53.1398935150461,53.1160134401098,52.8082631786061,52.7981730060978,52.6525381828945,52.617558918199,52.6246220389548,52.6078050847743,52.5755165327477,52.4336271815794,52.29329810742,52.2566927777909,52.2566927777909,0.0,0.0
8359,India,Agricultural land (sq. km),AG.LND.AGRI.K2,0.0,1749520.0,1764820.0,1761540.0,1767120.0,1771770.0,1775300.0,1778070.0,1783640.0,1777920.0,1780520.0,1778170.0,1779460.0,1787510.0,1792820.0,1796940.0,1796490.0,1795910.0,1805920.0,1805800.0,1802720.0,1804010.0,1807710.0,1804620.0,1814520.0,1813400.0,1811920.0,1815430.0,1810910.0,1815010.0,1814130.0,1815860.0,1813050.0,1813820.0,1812910.0,1809450.0,1805890.0,1809810.0,1808740.0,1810210.0,1809750.0,1804870.0,1805600.0,1802490.0,1803750.0,1801260.0,1799060.0,1796200.0,1797570.0,1800680.0,1795730.0,1796700.0,1796420.0,1796980.0,1797280.0,1796750.0,1795780.0,1792356.04,1791155.64,1790449.469,1790450.764,0.0,0.0
15353,Russian Federation,Urban population,SP.URB.TOTL,64421857.0,66226377.0,68060071.0,69923357.0,71815164.0,73731369.0,75267305.0,76812479.0,78366306.0,79922296.0,81464683.0,82992261.0,84524649.0,86061054.0,87600777.0,89145034.0,90810675.0,92479950.0,94157479.0,95659612.0,96960865.0,98228786.0,99464693.0,100677781.0,102058393.0,103466989.0,104825013.0,106169956.0,107471421.0,108424260.0,108600667.0,108905031.0,109004756.0,108940535.0,108895790.0,108866282.0,108700642.0,108515146.0,108329810.0,107987927.0,107528803.0,107067910.0,106569238.0,106133030.0,105771342.0,105433226.0,105152927.0,105037446.0,105055527.0,105149987.0,105261487.0,105407937.0,105669982.0,105998572.0,106354644.0,106703732.0,107050095.0,107349517.0,107539205.0,107708298.0,107700434.0,107492288.0,0.0
15355,Russian Federation,"Population, total",SP.POP.TOTL,119897000.0,121236000.0,122591000.0,123960000.0,125345000.0,126745000.0,127468000.0,128196000.0,128928000.0,129664000.0,130404000.0,131155000.0,131909000.0,132669000.0,133432000.0,134200000.0,135147000.0,136100000.0,137060000.0,138027000.0,139010000.0,139941000.0,140823000.0,141668000.0,142745000.0,143858000.0,144894000.0,145908000.0,146857000.0,147721000.0,147969407.0,148394216.0,148538197.0,148458777.0,148407912.0,148375787.0,148160129.0,147915361.0,147670784.0,147214776.0,146596869.0,145976482.0,145306497.0,144648618.0,144067316.0,143518814.0,143049637.0,142805114.0,142742366.0,142785349.0,142849468.0,142960908.0,143201721.0,143506995.0,143819667.0,144096870.0,144342397.0,144496739.0,144477859.0,144406261.0,144073139.0,143449286.0,0.0
15360,Russian Federation,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,36.5,34.9,33.5,32.2,31.1,30.2,29.4,28.7,28.1,27.6,27.1,26.6,26.1,25.6,24.9,24.2,23.4,22.6,22.0,21.6,21.5,21.7,21.9,22.1,22.0,21.7,21.3,20.8,20.2,19.4,18.4,17.3,16.1,15.0,13.9,12.8,12.0,11.3,10.7,10.4,10.2,9.9,9.5,8.9,8.2,7.5,6.9,6.3,5.8,5.4,5.1,0.0
15370,Russian Federation,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,88.35,77.1,75.5661904762,74.0323809524,72.4985714286,70.9647619048,69.430952381,75.9,66.2,65.7666666667,65.3333333333,64.9,69.3,64.0333333333,63.6,63.1666666667,62.7333333333,69.7,61.8666666667,64.0,61.0,70.81,62.44,64.79,64.41,64.82,64.82,0.0,0.0,0.0
15386,Russian Federation,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3015020.0,2951939.94140625,2795389.89257813,2601070.06835938,2363090.08789063,2285600.09765625,2229070.06835938,2090159.91210938,2085050.04882813,2124199.95117188,2176120.1171875,2188879.8828125,2186659.91210938,2259719.97070313,2252260.00976563,2278879.8828125,2316550.04882813,2325780.02929688,2327750.0,2191800.04882813,2285030.02929688,2375290.0390625,2354330.078125,2317629.8828125,2302340.08789063,2287290.0390625,2285750.0,2324570.06835938,2419469.97070313,2476840.08789063,0.0,0.0,0.0
15390,Russian Federation,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,972030.025,957483.036,953082.636,990090.0,1021365.843,1057489.46,1094214.465,1103466.306,1092692.66,1108618.441,1181819.095,1206578.679,1243648.382,1257021.931,1260358.901,1298910.072,1334560.646,1356797.334,1349569.677,1352217.251,1425095.209,1293772.605,1312199.28,1304142.881,1297853.976,1478882.765,1520825.911,1525020.959,1543014.928,1466774.331,1235885.343,1102754.908,616584.048,550717.394,517087.337,498000.602,503999.814,453560.229,427652.874,459244.079,464322.874,446673.603,448158.738,449801.554,438092.823,433637.418,449379.849,428719.971,453912.261,368599.506,394580.201,400502.406,456845.861,421646.328,404847.801,453090.853,441708.485,0.0,0.0,0.0,0.0,0.0,0.0
15395,Russian Federation,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,364554.805,395067.912,441924.838,484088.004,519272.869,554124.037,592726.546,646279.414,689073.304,738185.435,804345.449,857212.588,931021.964,1000698.631,1072568.164,1134199.433,1162270.318,1204092.453,1291814.427,1298602.044,1329591.861,1345851.339,1352653.624,1353427.361,1324021.688,1336841.52,1338238.647,1179321.868,1170165.369,1154085.574,1113832.915,1116920.529,583243.684,535444.339,402222.229,379072.458,354888.593,335570.837,330385.699,323792.433,333491.648,334507.407,323799.767,329351.605,326913.05,331654.481,346348.15,339417.52,370091.975,358889.29,343550.229,397180.104,401334.815,370722.699,393821.132,361679.877,391342.24,0.0,0.0,0.0,0.0,0.0,0.0
15396,Russian Federation,CO2 emissions (kt),EN.ATM.CO2E.KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163530.0,2136440.0,2030810.0,1880250.0,1685050.0,1635490.0,1601180.0,1489510.0,1487970.0,1523720.0,1563850.0,1567170.0,1565339.96582031,1610000.0,1600979.98046875,1611979.98046875,1654849.97558594,1658150.02441406,1655189.94140625,1546670.04394531,1617829.95605469,1699089.96582031,1675760.00976563,1632680.05371094,1611959.9609375,1592560.05859375,1571520.01953125,1594550.04882813,1661000.0,1703589.96582031,0.0,0.0,0.0
15399,Russian Federation,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,89350.122,116016.546,144355.122,176918.082,215278.569,249337.665,276557.806,302824.527,328291.842,351349.938,325475.586,368350.15,387455.22,409655.238,434352.483,474121.098,521619.749,559635.538,587226.046,625300.507,652748.002,700899.379,742255.805,797653.174,864487.916,949268.956,916981.021,1056877.071,1129109.637,1134192.099,1167341.779,1173693.023,834356.177,815394.12,750484.553,725196.921,729054.605,713587.199,712208.407,720451.823,730631.415,745061.06,745860.466,784668.327,793967.839,800858.132,821558.347,838408.212,838892.256,802519.283,878440.851,906948.109,886629.262,884495.068,882731.241,834257.168,850380.967,0.0,0.0,0.0,0.0,0.0,0.0
15402,Russian Federation,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6687.72701103006,6551.29981615995,6113.67997148908,5726.4515926869,5188.21395452286,5101.55339563591,5016.44406640602,4935.61990495362,4848.02735251951,4998.82566135888,5198.40570401268,5274.3633046315,5304.41525955994,5478.13045818384,5633.84550039094,5770.10063642248,6098.53347618072,6286.04939176058,6399.68374911202,6095.38027602538,6409.89436516487,6485.759030014,6617.1341613974,6539.20737452554,6602.65747938354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15407,Russian Federation,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3381410374883,15.6941403137911,17.0465565967574,18.1499044681292,20.0071781190813,20.4266227099063,18.1270578113514,18.8005146584027,19.1911293904906,18.9924374251047,18.729605644473,19.5670238257211,18.2608578316721,17.0766945778758,18.9562374651174,18.2025297558032,17.4938246140069,17.5206409321501,15.9141050296072,17.6440464827356,16.1205888143799,15.8030239287522,15.5637311058596,17.1746302202462,16.5682511980707,15.8557951545716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15419,Russian Federation,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8090136.2,8090454.8,8090773.4,8091092.0,8091410.6,8091729.2,8092047.8,8092366.4,8092685.0,8098552.1,8104419.2,8110286.3,8116153.4,8122020.5,8127887.6,8133754.7,8139621.8,8145488.9,8151356.0,8150945.72,8150535.44,8150125.16,8149714.88,8149304.6,8151210.3,8153116.0,8153116.0,8153116.0,8153116.0,0.0,0.0
15425,Russian Federation,Arable land (% of land area),AG.LND.ARBL.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05420394815115,7.90532021496163,7.83953439677975,7.78465269458884,7.69473121194581,7.78244849239711,7.69975520868307,7.62576951779021,7.59241917938337,7.56145744558754,7.5371132547949,7.48178680396411,7.4564608396317,7.4341066295351,7.42312431385527,7.42312431385527,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,0.0,0.0
15427,Russian Federation,Agricultural land (sq. km),AG.LND.AGRI.K2,0.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2216310.0,2187950.0,2177110.0,2164000.0,2161110.0,2179890.0,2172870.0,2167900.0,2171620.0,2168610.0,2166510.0,2162770.0,2159800.0,2156800.0,2154880.0,2154630.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,2154940.0,0.0,0.0
19077,United States,Urban population,SP.URB.TOTL,126462473.0,129276215.0,131988693.0,134615404.0,137215986.0,139663053.0,142008703.0,144288757.0,146463196.0,148629124.0,150922373.0,152865492.0,154531732.0,156034954.0,157488501.0,159070594.0,160611122.0,162256678.0,164005080.0,165847531.0,167551171.0,169552427.0,171528659.0,173459636.0,175321738.0,177239105.0,179244877.0,181215212.0,183232441.0,185333919.0,187966119.0,191509147.0,195199459.0,198806845.0,202278113.0,205718394.0,209146726.0,212694273.0,216206090.0,219721677.0,223069137.0,225792302.0,228400290.0,230876596.0,233532722.0,236200507.0,238999326.0,241795278.0,244607104.0,247276259.0,249849720.0,252208133.0,254614421.0,256953576.0,259430732.0,261950744.0,264473000.0,266788716.0,268844029.0,270737596.0,274032053.0,275050303.0,0.0
19079,United States,"Population, total",SP.POP.TOTL,180671000.0,183691000.0,186538000.0,189242000.0,191889000.0,194303000.0,196560000.0,198712000.0,200706000.0,202677000.0,205052000.0,207661000.0,209896000.0,211909000.0,213854000.0,215973000.0,218035000.0,220239000.0,222585000.0,225055000.0,227225000.0,229466000.0,231664000.0,233792000.0,235825000.0,237924000.0,240133000.0,242289000.0,244499000.0,246819000.0,249623000.0,252981000.0,256514000.0,259919000.0,263126000.0,266278000.0,269394000.0,272657000.0,275854000.0,279040000.0,282162411.0,284968955.0,287625193.0,290107933.0,292805298.0,295516599.0,298379912.0,301231207.0,304093966.0,306771529.0,309327143.0,311583481.0,313877662.0,316059947.0,318386329.0,320738994.0,323071755.0,325122128.0,326838199.0,328329953.0,331501080.0,331893745.0,0.0
19084,United States,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,30.1,29.5,28.9,28.3,27.7,27.1,26.4,25.7,24.9,24.1,23.2,22.4,21.5,20.6,19.7,18.8,17.9,17.1,16.3,15.6,15.0,14.4,13.9,13.4,13.0,12.7,12.4,12.1,11.9,11.6,11.2,10.9,10.5,10.1,9.8,9.5,9.2,8.9,8.8,8.6,8.4,8.3,8.2,8.1,8.1,8.0,7.9,7.7,7.6,7.5,7.3,7.2,7.1,7.0,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.2,0.0
19094,United States,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.6,512.35,507.1,501.85,496.6,491.35,486.1,480.85,475.6,470.35,465.1,465.95,466.8,467.65,468.5,469.35,470.2,471.05,471.9,472.75,473.5,474.6,475.6,476.6,477.6,478.6,466.64,454.68,442.72,430.76,418.7,423.9192223549,429.0384447098,434.1576670647,439.2768894196,444.3961117745,444.3961117745,444.3961117745,444.3961117745,444.3961117745,0.0,0.0,0.0
19110,United States,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5834140.0,5788890.13671875,5872939.94140625,5984359.86328125,6078520.01953125,6146509.765625,6316450.1953125,6578049.8046875,6624450.1953125,6625279.78515625,6787479.98046875,6736029.78515625,6582640.13671875,6645609.86328125,6732259.765625,6752839.84375,6660819.82421875,6767470.21484375,6583850.09765625,6158399.90234375,6427129.8828125,6229600.09765625,6011120.1171875,6152160.15625,6197430.17578125,6082160.15625,5974200.1953125,5918759.765625,6121629.8828125,6001209.9609375,0.0,0.0,0.0
19114,United States,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,918715.512,888169.402,921572.105,987816.46,1050034.449,1091511.886,1133645.716,1164001.142,1140536.009,1158948.016,1169046.934,1108314.08,1125761.666,1211543.797,1197260.832,1152171.4,1275466.941,1290409.966,1368418.057,1415909.374,1461226.16,1489652.744,1438446.756,1518086.662,1587389.295,1628012.321,1589761.844,1682188.579,1760347.017,1798227.127,1781828.303,1765906.189,1787915.523,1830504.061,1842421.811,1840195.942,1910250.31,1963135.784,1974276.13,1986721.928,2070963.919,2038155.27,2060362.622,2056915.642,2104619.645,2123574.368,2094220.033,2111062.564,2078492.27,1842018.441,1911717.11,1828806.24,1626050.476,1652500.547,1650322.349,1452832.397,1323423.967,0.0,0.0,0.0,0.0,0.0,0.0
19119,United States,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1282679.93,1298378.357,1335840.429,1360368.992,1395058.812,1465890.584,1530913.828,1590495.244,1690806.029,1783086.084,2039750.415,2099023.803,2271031.772,2401448.627,2301790.568,2236565.639,2301313.858,2444719.227,2494601.428,2422302.856,2218523.999,2037201.85,1930701.169,1928189.274,1959443.115,1963084.446,2046846.06,2097883.366,2181681.65,2174523.666,1993879.912,1961294.95,2006245.036,2047187.091,2076284.736,2076156.391,2134454.357,2188656.284,2236224.608,2267434.445,2318017.043,2327815.267,2304383.137,2376461.689,2428170.056,2446413.381,2394921.367,2377235.426,2242168.815,2152257.642,2166283.917,2091649.466,2041968.95,2073013.772,2077395.837,2132547.517,2127054.351,0.0,0.0,0.0,0.0,0.0,0.0
19120,United States,CO2 emissions (kt),EN.ATM.CO2E.KT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4844520.0,4807500.0,4879630.0,4995210.0,5066810.0,5117040.0,5273490.0,5543350.0,5590540.0,5609020.0,5775810.0,5748260.0,5593029.78515625,5658990.234375,5738290.0390625,5753490.234375,5653080.078125,5736319.82421875,5558379.8828125,5156430.17578125,5392109.86328125,5173600.09765625,4956060.05859375,5092100.09765625,5107209.9609375,4990709.9609375,4894500.0,4819370.1171875,4975310.05859375,4817720.21484375,0.0,0.0,0.0
19123,United States,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,630540.65,636935.898,676920.866,719043.695,759692.39,783245.531,842896.62,882005.175,937127.519,1018916.287,1060078.362,1097826.46,1116586.832,1104383.056,1053030.388,978931.319,995271.471,963676.599,981036.177,1015843.341,1002059.088,970713.572,903497.462,858228.347,886962.959,860681.57,817454.974,865694.359,907443.154,939188.373,1003980.596,1050346.144,1070995.021,1101299.109,1123766.818,1162211.646,1152435.424,1161085.877,1142303.503,1200792.153,1255148.094,1179494.217,1225702.084,1189992.838,1168709.57,1162996.384,1151434.333,1244700.811,1240762.453,1227971.957,1275074.572,1304065.874,1365136.092,1392202.219,1440397.6,1484155.911,1498556.22,0.0,0.0,0.0,0.0,0.0,0.0
19126,United States,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4049.786628734,4182.17550124938,4433.60602129325,4690.48625569377,4970.44645602406,5234.68500229024,5590.33374033374,5888.34091549579,6385.45932857015,6904.83379959245,7236.65704309151,7517.30464555213,8076.40926935244,8573.19415409445,8449.92845586241,8522.39400295407,8968.7756552847,9337.72401799863,9560.5454096188,9700.69538557242,9862.36549675432,9976.69371497302,9544.46094343532,9742.00571448125,10282.3746422135,10414.2078983205,10424.4272965398,10886.8582560496,11298.3325085174,11531.9323066701,11713.3317042099,12134.1721315039,12014.9582478929,12261.5237824091,12455.1621656545,12659.607628118,12854.2989079193,12889.8322801175,13154.7630268185,13281.8699827982,13671.0520240061,13046.6141478464,13296.1822993023,13307.4920085002,13388.5897105591,13704.5770481407,13583.2669593387,13657.4528282523,13663.4279681827,12913.7146883015,13394.9027551068,13245.8819278677,12964.1879389302,13004.0235689845,12993.9655794706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19131,United States,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5286468488794,10.7574142290523,9.91611011689915,10.4843256121149,9.74723552434506,10.801084989942,11.5814500482575,10.9778281257659,9.60858498243135,9.06920058095258,8.20599694228722,6.78399231432694,8.6463611778167,8.88937612108964,8.63018553161945,8.57846553445898,9.24463118340514,8.36776393615508,9.00354134718557,10.2918450711157,10.1203551472397,12.2257135163932,12.0073970634651,12.6379191222813,12.9538270902926,13.2285932109672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19143,United States,Forest area (sq. km),AG.LND.FRST.K2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3024500.0,3025586.0,3026672.0,3027758.0,3028844.0,3029930.0,3031016.0,3032102.0,3033188.0,3034274.0,3035360.0,3040544.0,3045728.0,3050912.0,3056096.0,3061280.0,3066464.0,3071648.0,3076832.0,3082016.0,3087200.0,3089950.0,3092700.0,3095450.0,3098200.0,3100950.0,3100950.0,3097950.0,3097950.0,3097950.0,3097950.0,0.0,0.0
19149,United States,Arable land (% of land area),AG.LND.ARBL.ZS,0.0,19.7216714561479,19.3357106046975,19.6063745228716,19.43080873811,19.3253382480107,19.1839466489645,19.0509621179697,19.7620690558753,20.6621712508844,20.6065972555836,20.5416335479137,20.4766698402439,20.4226244027706,20.3595168010342,20.3595168010342,20.3595168010342,20.3682514171915,20.6087809096229,20.6087809096229,20.6087809096229,20.6087809096229,20.5006900346764,20.5006900346764,20.5006900346764,20.5006900346764,20.5006900346764,20.2798134285989,20.2798134285989,20.2780665053674,20.2726073702691,20.2726073702691,20.0983517779311,19.9529204189122,19.8645916130216,19.8536733428249,19.5443587481548,19.3899744075747,19.3015364189821,19.1471520784019,19.1409660857113,19.1444588033949,18.8799945862876,18.6348822080961,18.3930769969613,18.1480082777409,17.9029395585205,17.6578708393001,17.5377866108695,17.3897120718192,17.2416375327688,17.0935629937184,16.9454884546681,17.0051664841015,17.064844513535,17.1245116109242,17.1841896403576,17.2438567377468,17.2438567377468,17.2438567377468,17.2438567377468,0.0,0.0
19151,United States,Agricultural land (sq. km),AG.LND.AGRI.K2,0.0,4475090.0,4439910.0,4414430.0,4390120.0,4358730.0,4355500.0,4353070.0,4357950.0,4354470.0,4344000.0,4333000.0,4323000.0,4312000.0,4301580.0,4301580.0,4301580.0,4303310.0,4281630.0,4281630.0,4281630.0,4281630.0,4313990.0,4313990.0,4313990.0,4313990.0,4313990.0,4269480.0,4269480.0,4269480.0,4269480.0,4269480.0,4254290.0,4229480.0,4211390.0,4201390.0,4163060.0,4148850.0,4145880.0,4138870.0,4143990.0,4149440.0,4130640.0,4130223.0,4129809.0,4129396.0,4128988.0,4128576.0,4109023.0,4089470.0,4069917.0,4050364.0,4030810.538,4036270.0,4041729.0,4047187.0,4052646.0,4058103.538,4058103.538,4058103.538,4058103.538,0.0,0.0
